Date,SKU0,SKU1,SKU2
2021/6/9,8,8,8
2021/6/10,8,8,8
2021/6/11,8,8,8
2021/6/12,8,8,8
2021/6/13,8,8,8
2021/6/14,8,8,8
2021/6/15,8,8,8
2021/6/16,8,8,8
2021/6/17,8,8,8
2021/6/18,8,8,8
2021/6/19,8,8,8
2021/6/20,8,8,8
2021/6/21,8,8,8
2021/6/22,8,8,8
2021/6/23,8,8,8
2021/6/24,8,8,8
2021/6/25,8,8,8
2021/6/26,8,8,8
2021/6/27,8,8,8
2021/6/28,8,8,8
2021/6/29,8,8,8
2021/6/30,8,8,8
2021/7/1,8,8,8
2021/7/2,8,8,8
2021/7/3,8,8,8
2021/7/4,8,8,8
2021/7/5,8,8,8
2021/7/6,8,8,8
2021/7/7,8,8,8
2021/7/8,8,8,8
2021/7/9,8,8,8
2021/7/10,8,8,8
2021/7/11,8,8,8
2021/7/12,8,8,8
2021/7/13,8,8,8
2021/7/14,8,8,8
2021/7/15,8,8,8
2021/7/16,8,8,8
2021/7/17,8,8,8
2021/7/18,8,8,8
2021/7/19,8,8,8
2021/7/20,8,8,8
2021/7/21,8,8,8
2021/7/22,8,8,8
2021/7/23,8,8,8
2021/7/24,8,8,8
2021/7/25,8,8,8
2021/7/26,8,8,8
2021/7/27,8,8,8
2021/7/28,8,8,8
2021/7/29,8,8,8
2021/7/30,8,8,8
2021/7/31,8,8,8
2021/8/1,8,8,8
2021/8/2,8,8,8
2021/8/3,8,8,8
2021/8/4,8,8,8
2021/8/5,8,8,8
2021/8/6,8,8,8
2021/8/7,8,8,8
2021/8/8,8,8,8
2021/8/9,8,8,8
2021/8/10,8,8,8
2021/8/11,8,8,8
2021/8/12,8,8,8
2021/8/13,8,8,8
2021/8/14,8,8,8
2021/8/15,8,8,8
2021/8/16,8,8,8
2021/8/17,8,8,8
2021/8/18,8,8,8
2021/8/19,8,8,8
2021/8/20,8,8,8
2021/8/21,8,8,8
2021/8/22,8,8,8
2021/8/23,8,8,8
2021/8/24,8,8,8
2021/8/25,8,8,8
2021/8/26,8,8,8
2021/8/27,8,8,8
2021/8/28,8,8,8
2021/8/29,8,8,8
2021/8/30,8,8,8
2021/8/31,8,8,8
2021/9/1,8,8,8
2021/9/2,8,8,8
2021/9/3,8,8,8
2021/9/4,8,8,8
2021/9/5,8,8,8
2021/9/6,8,8,8
2021/9/7,8,8,8
2021/9/8,8,8,8
2021/9/9,8,8,8
2021/9/10,8,8,8
2021/9/11,8,8,8
2021/9/12,8,8,8
2021/9/13,8,8,8
2021/9/14,8,8,8
2021/9/15,8,8,8
2021/9/16,8,8,8
2021/9/17,8,8,8
2021/9/18,8,8,8
2021/9/19,8,8,8
2021/9/20,8,8,8
2021/9/21,8,8,8
2021/9/22,8,8,8
2021/9/23,8,8,8
2021/9/24,8,8,8
2021/9/25,8,8,8
2021/9/26,8,8,8
2021/9/27,8,8,8
2021/9/28,8,8,8
2021/9/29,8,8,8
2021/9/30,8,8,8
2021/10/1,8,8,8
2021/10/2,8,8,8
2021/10/3,8,8,8
2021/10/4,8,8,8
2021/10/5,8,8,8
2021/10/6,8,8,8
2021/10/7,8,8,8
2021/10/8,8,8,8
2021/10/9,8,8,8
2021/10/10,8,8,8
2021/10/11,8,8,8
2021/10/12,8,8,8
2021/10/13,8,8,8
2021/10/14,8,8,8
2021/10/15,8,8,8
2021/10/16,8,8,8
2021/10/17,8,8,8
2021/10/18,8,8,8
2021/10/19,8,8,8
2021/10/20,8,8,8
2021/10/21,8,8,8
2021/10/22,8,8,8
2021/10/23,8,8,8
2021/10/24,8,8,8
2021/10/25,8,8,8
2021/10/26,8,8,8
2021/10/27,8,8,8
2021/10/28,8,8,8
2021/10/29,8,8,8
2021/10/30,8,8,8
